Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric
G8877,MAA,DFW,2023-05-07,12:24:00,2023-05-03,Travel Agency,9433,26,First Class,1635.26,Discount,Debit Card,2023-05,2023-05-07,5.5478753907593035,6.222339601482018,7.3277735563603885,2023-05,Independence Day,2023-04-10,Non-Holiday,0,Clear,35.67442193052368,16.777031685287547,48.813490251647615,154,0,261.94424732387745,4,Go First,126,122,744,99
SG690,MAA,HYD,2023-01-28,17:57:00,2023-01-06,Online,8777,58,First Class,764.35,Regular,Credit Card,2023-01,2023-01-28,6.721925525095226,6.352561537696239,7.0205545564705805,2023-01,No Holiday,2023-01-28,Non-Holiday,0,Storm,15.239042821261956,12.461420668050383,31.219638214792123,31,0,538.0002988367203,22,SpiceJet,27,5,1077,27
AI496,GOI,COK,2023-02-15,14:57:00,2022-11-30,Phone,7869,18,Economy,201.26,Regular,Credit Card,2023-02,2023-02-15,6.91221383678355,6.289855570609477,6.684606297748148,2023-02,No Holiday,2023-02-15,Cultural Event,0,Rain,34.94866927231057,14.735126906628464,7.592172282263782,60,0,765.720511415806,77,Air India,45,-32,897,45
6E380,CCU,BLR,2023-08-19,02:22:00,2023-06-22,Travel Agency,8234,19,Business,231.95,Premium,Credit Card,2023-08,2023-08-19,6.670127769658562,6.167835174503349,6.3283081244107935,2023-08,No Holiday,2023-08-19,Public Holiday,0,Fog,29.28621414370197,6.98208230899162,2.338000690558312,24,0,1048.0273479639677,58,IndiGo,230,172,142,230
6E123,CCU,BOM,2023-08-16,20:58:00,2023-07-03,Travel Agency,8791,65,First Class,400.29,Regular,Debit Card,2023-08,2023-08-16,7.214886531434923,4.613513016078388,8.047911250240574,2023-08,No Holiday,2023-08-16,Cultural Event,0,Rain,39.652462837004975,18.88795390020283,26.905282927961593,63,0,548.4579510113156,44,IndiGo,227,183,1258,227
SG536,HYD,BLR,2023-10-30,18:52:00,2023-09-03,Travel Agency,5956,46,Economy,153.27,Premium,Credit Card,2023-10,2023-10-30,6.006827732722704,5.0139099377214364,8.490363105310479,2023-10,No Holiday,2023-10-30,Non-Holiday,0,Rain,29.736080515106224,14.185241875590002,11.744508298591006,191,0,1276.40747187476,57,SpiceJet,302,245,1132,302
AI532,BLR,LAX,2023-12-09,20:50:00,2023-09-06,Online,9067,50,Business,604.47,Regular,Credit Card,2023-12,2023-12-09,7.295319774899393,5.4095363049510246,6.823855333809705,2023-12,No Holiday,2023-12-09,Cultural Event,0,Fog,16.38447835369895,8.435976385690617,15.058276850062963,155,1,620.505707911565,94,Air India,342,248,1250,342
6E324,GOI,BLR,2023-06-11,02:38:00,2023-05-02,Online,5160,27,First Class,579.92,Discount,Credit Card,2023-06,2023-06-11,6.298301245124581,4.992378974282967,6.95405261044151,2023-06,Republic Day,2023-05-18,Non-Holiday,0,Fog,16.26613316109316,8.529296004541099,12.256608241725681,167,0,159.9708871257451,40,IndiGo,161,121,158,137
SG408,CCU,ORD,2023-06-10,15:02:00,2023-02-14,Phone,9493,67,First Class,1744.18,Regular,Miles,2023-06,2023-06-10,6.45255349496779,6.264820600474987,7.545093811692393,2023-06,Independence Day,2023-11-20,Public Holiday,0,Clear,37.0788246592958,18.373683558865952,32.50861567862554,243,0,1211.592183337769,116,SpiceJet,160,44,902,323
UK679,MAA,SEA,2023-02-17,01:32:00,2022-11-19,Phone,6300,57,Business,887.27,Premium,Credit Card,2023-02,2023-02-17,6.944306381783214,4.988060572749864,7.796103686838853,2023-02,No Holiday,2023-02-17,Cultural Event,0,Clear,36.03035363777633,11.528093868707836,27.676448105806678,90,0,1001.9124373154576,90,Vistara,47,-43,92,47
G8398,MAA,AMD,2023-01-22,11:01:00,2022-11-27,Online,9911,38,Business,563.26,Regular,Debit Card,2023-01,2023-01-22,5.055075151997672,4.414696260356012,6.9800738370089785,2023-01,No Holiday,2023-01-22,Public Holiday,0,Rain,23.64725188955058,14.127584198060834,3.898721176090575,141,0,1222.7390926229766,56,Go First,21,-35,661,21
SG373,ORD,CCU,2023-01-27,14:30:00,2022-11-25,Online,8987,45,Economy,285.06,Discount,Debit Card,2023-01,2023-01-27,6.961982664260745,5.197121356144912,8.262323792454538,2023-01,No Holiday,2023-01-27,Cultural Event,0,Storm,30.45081210452843,8.340704490263416,26.32632665875877,41,0,588.4457385736509,63,SpiceJet,26,-37,870,26
6E962,PNQ,BLR,2023-09-13,13:09:00,2023-06-02,Travel Agency,6527,28,Economy,193.47,Premium,Miles,2023-09,2023-09-13,6.855755447216346,6.939743298347141,7.4000099730722955,2023-09,Diwali,2023-03-02,Cultural Event,0,Clear,27.239783926390007,4.473855295294282,39.55948827816499,248,0,124.68226901370416,103,IndiGo,255,152,789,60
AI846,BLR,ORD,2023-07-27,03:13:00,2023-04-01,Online,6218,51,First Class,1078.08,Discount,Debit Card,2023-07,2023-07-27,5.929541350259839,4.6776442388007275,7.1259751910148275,2023-07,No Holiday,2023-07-27,Cultural Event,0,Rain,39.179101378401306,14.471185839888372,4.059729541016216,38,0,203.2540931209591,117,Air India,207,90,193,207
UK472,MAA,CCU,2023-06-19,22:55:00,2023-05-11,Travel Agency,9496,25,Business,369.26,Discount,Debit Card,2023-06,2023-06-19,5.257382854698468,5.836475976829687,7.616681882899763,2023-06,No Holiday,2023-06-19,Cultural Event,0,Fog,38.749022521922285,12.156475442827757,44.486948811520996,1,0,256.5210929811581,39,Vistara,169,130,1375,169
AI728,GOI,JFK,2023-08-19,17:19:00,2023-08-12,Phone,9735,39,Business,897.52,Premium,Miles,2023-08,2023-08-19,5.272806349739123,5.298919149519119,8.382009620622933,2023-08,No Holiday,2023-08-19,Cultural Event,0,Fog,39.59597521351937,10.026857608495588,28.915332472386456,80,0,1227.2066094179825,7,Air India,230,223,1039,230
AI466,CCU,BOM,2023-08-23,09:09:00,2023-08-09,Online,8104,25,Business,505.57,Discount,Credit Card,2023-08,2023-08-23,7.769671240955686,4.21307370294798,7.986380736054263,2023-08,No Holiday,2023-08-23,Public Holiday,0,Rain,36.6612195158566,12.480418799889277,47.53122346351583,0,0,522.0086561042202,14,Air India,234,220,549,234
AI503,BOM,PNQ,2023-11-11,08:00:00,2023-08-13,Phone,7735,66,First Class,656.52,Discount,Miles,2023-11,2023-11-11,7.067837963677512,5.463629817994178,6.100032826337811,2023-11,No Holiday,2023-11-11,Public Holiday,0,Rain,37.73878976937753,4.165711721284673,7.407060886118782,108,0,1497.0579131914478,90,Air India,314,224,480,314
SG861,BOM,HYD,2023-09-10,12:35:00,2023-08-23,Online,9555,32,Business,364.38,Regular,Credit Card,2023-09,2023-09-10,5.381307841312221,6.1064929859449375,6.830774776849899,2023-09,No Holiday,2023-09-10,Non-Holiday,0,Storm,20.431969469178412,15.878774130639126,49.678249967665764,159,0,1161.7437550956395,18,SpiceJet,252,234,755,252
SG209,MAA,CCU,2023-04-18,11:39:00,2023-02-22,Online,5954,34,Business,233.22,Discount,Credit Card,2023-04,2023-04-18,6.070169507926719,5.539659927483456,7.176361712378057,2023-04,No Holiday,2023-04-18,Cultural Event,0,Rain,35.77516972474436,18.963256100406117,32.21364329848384,210,0,941.6169343263246,55,SpiceJet,107,52,699,107
G8273,SEA,PNQ,2023-01-30,02:32:00,2022-10-07,Travel Agency,9565,40,First Class,1559.83,Discount,Debit Card,2023-01,2023-01-30,6.777448981704789,6.616318191239744,6.786293930522763,2023-01,No Holiday,2023-01-30,Non-Holiday,1,Fog,32.72142783010687,17.822062883354054,28.374709974053143,124,0,1477.0671767949948,115,Go First,29,-86,152,29
UK295,PNQ,CCU,2023-11-06,18:16:00,2023-09-11,Online,8446,41,Economy,77.07,Discount,Miles,2023-11,2023-11-06,7.5067151152719465,4.866811049972748,7.7504689020761415,2023-11,No Holiday,2023-11-06,Public Holiday,0,Clear,39.06966272070176,6.428714906140343,25.76398120560427,63,0,542.832863643125,56,Vistara,309,253,1096,309
AI918,COK,GOI,2023-12-03,08:51:00,2023-09-06,Phone,6045,62,Economy,188.79,Discount,Debit Card,2023-12,2023-12-03,5.130982786139025,4.258747513911895,8.065672874656453,2023-12,No Holiday,2023-12-03,Non-Holiday,1,Rain,29.281545711065483,8.120115465641518,1.1827186549156377,205,0,331.86179676963957,88,Air India,336,248,531,336
6E605,BOM,MIA,2023-03-17,17:34:00,2023-01-19,Online,6693,36,First Class,949.47,Premium,Debit Card,2023-03,2023-03-17,5.7098993944100265,6.809696834974019,7.828362737963179,2023-03,No Holiday,2023-03-17,Public Holiday,0,Clear,17.12917916776391,16.168045995951225,46.981959577478904,158,0,1132.1821575118413,57,IndiGo,75,18,1054,75
AI723,PNQ,HYD,2023-05-07,10:38:00,2023-01-11,Phone,8436,22,Business,490.11,Regular,Credit Card,2023-05,2023-05-07,7.669246970886141,5.134589048584657,8.473333217070689,2023-05,No Holiday,2023-05-07,Cultural Event,0,Clear,29.934972279678824,11.902342616492076,32.19972364270991,185,1,489.31673030549825,116,Air India,126,10,638,126
UK847,GOI,PNQ,2023-03-07,02:52:00,2023-01-08,Online,5562,49,First Class,504.43,Discount,Debit Card,2023-03,2023-03-07,5.027496650551449,5.729216654360901,6.681369119732572,2023-03,No Holiday,2023-03-07,Non-Holiday,0,Fog,32.164523200532194,10.958288873532984,4.581324224964561,81,0,1445.45169929346,58,Vistara,65,7,172,65
AI491,BLR,MAA,2023-09-08,05:35:00,2023-05-16,Phone,7485,61,Economy,191.55,Discount,Miles,2023-09,2023-09-08,5.6041973083816625,6.376009378390588,8.187473737561053,2023-09,Holi,2023-07-07,Non-Holiday,0,Rain,20.508025717810707,18.532839350668905,1.0476085147262448,243,0,1483.2970371502392,115,Air India,250,135,335,187
SG239,DEL,CCU,2023-08-09,02:28:00,2023-07-15,Phone,8354,18,Economy,139.32,Premium,Debit Card,2023-08,2023-08-09,7.877072527918898,4.972940991626742,7.916556662936215,2023-08,No Holiday,2023-08-09,Non-Holiday,0,Rain,24.852834587818208,10.720499219541015,2.5391819618375666,77,0,1396.9661530354954,25,SpiceJet,220,195,148,220
SG905,PNQ,BOM,2023-08-29,00:16:00,2023-05-07,Phone,5225,40,First Class,719.48,Discount,Debit Card,2023-08,2023-08-29,6.840205539566513,6.148493614532834,6.905446893895365,2023-08,Diwali,2023-02-17,Non-Holiday,0,Clear,29.962585351292,10.298773591746198,30.469788171612034,110,0,1422.6664680733627,114,SpiceJet,240,126,16,47
UK429,SFO,COK,2023-04-29,17:35:00,2023-01-23,Online,9893,54,First Class,1257.3,Premium,Credit Card,2023-04,2023-04-29,5.7850140999125195,4.406256549453484,7.8353113591424215,2023-04,Diwali,2023-08-28,Cultural Event,0,Rain,24.352643432912636,0.840371825327193,30.70077074472926,141,0,961.916744382904,96,Vistara,118,22,1055,239
G8647,PNQ,BLR,2023-08-11,15:30:00,2023-06-02,Travel Agency,5959,25,Economy,126.29,Regular,Miles,2023-08,2023-08-11,5.200973283187543,4.873881241616516,6.260189891045617,2023-08,No Holiday,2023-08-11,Public Holiday,0,Rain,24.373692930966598,1.3883391718027527,24.983364589072053,215,0,1068.9661093960817,70,Go First,222,152,930,222
AI623,GOI,HYD,2023-11-20,09:47:00,2023-09-01,Phone,9548,30,First Class,539.77,Regular,Debit Card,2023-11,2023-11-20,5.084574021341666,4.43413190840956,7.973333705851381,2023-11,No Holiday,2023-11-20,Public Holiday,0,Rain,18.327165979319936,0.14840615761300358,15.338291032647577,196,0,231.94462088177218,80,Air India,323,243,587,323
UK492,CCU,HYD,2023-09-19,15:50:00,2023-09-16,Phone,8067,25,Economy,116.25,Discount,Credit Card,2023-09,2023-09-19,5.734235238910782,6.433691675204074,7.330826506467757,2023-09,No Holiday,2023-09-19,Cultural Event,1,Clear,38.51866807694165,18.264884515672673,26.587136580732068,15,0,1168.2702236201644,3,Vistara,261,258,950,261
6E602,HYD,BOM,2023-01-13,10:11:00,2022-12-23,Travel Agency,5815,40,First Class,550.6,Discount,Debit Card,2023-01,2023-01-13,7.644457458766731,4.667947705680356,6.730725431773132,2023-01,Independence Day,2023-11-05,Public Holiday,1,Fog,33.76235961237741,8.167733200354013,25.81509104381289,196,0,382.8887083076522,21,IndiGo,12,-9,611,308
6E265,ORD,BOM,2023-10-16,09:11:00,2023-09-14,Phone,9754,60,First Class,1469.19,Discount,Miles,2023-10,2023-10-16,6.247740962892529,6.15221066621563,7.639443254460451,2023-10,No Holiday,2023-10-16,Non-Holiday,0,Fog,15.03108597165255,9.371227522668251,0.9707779938282812,53,0,1276.4564835861358,32,IndiGo,288,256,551,288
G8206,PNQ,BLR,2023-10-06,20:56:00,2023-10-04,Phone,9642,18,First Class,612.83,Premium,Debit Card,2023-10,2023-10-06,7.161000107497979,6.8298951917369575,7.6040499967860224,2023-10,No Holiday,2023-10-06,Cultural Event,1,Clear,34.14033210055413,16.90773895184924,14.123461516374903,140,0,1446.144548855402,2,Go First,278,276,1256,278
SG342,CCU,DEL,2023-05-07,14:53:00,2023-01-16,Online,8120,62,Economy,120.75,Discount,Debit Card,2023-05,2023-05-07,7.754855106139873,5.5833166272066315,6.523715556798999,2023-05,No Holiday,2023-05-07,Public Holiday,1,Clear,33.49487481644647,12.18492620751556,2.659267073357474,123,0,397.32868083166267,111,SpiceJet,126,15,893,126
UK987,BOM,BLR,2023-06-30,05:08:00,2023-06-10,Travel Agency,5016,68,First Class,739.41,Discount,Credit Card,2023-06,2023-06-30,6.22412138480845,5.620087576782063,6.075993537028816,2023-06,No Holiday,2023-06-30,Cultural Event,0,Rain,15.243274003888075,12.190031927811622,45.00773757238277,79,1,209.24356464786985,20,Vistara,180,160,308,180
AI911,AMD,MAA,2023-01-05,12:49:00,2022-10-22,Phone,6243,41,Economy,112.98,Regular,Debit Card,2023-01,2023-01-05,5.573832113112191,5.383100704293437,7.084056467254184,2023-01,Republic Day,2023-09-06,Cultural Event,0,Rain,24.240107440344115,5.930688587096249,36.26115813925677,78,0,777.4461949750457,75,Air India,4,-71,769,248
UK519,AMD,PNQ,2023-02-13,03:52:00,2022-10-21,Online,7205,52,Economy,208.72,Discount,Credit Card,2023-02,2023-02-13,6.551353792570758,4.977670430180928,7.423779673361053,2023-02,No Holiday,2023-02-13,Public Holiday,0,Fog,30.168692258138265,16.678167478490384,49.805758509645614,158,0,1208.1691207276328,115,Vistara,43,-72,232,43
G8699,BLR,BOM,2023-04-12,16:43:00,2023-03-25,Online,7524,41,First Class,900.84,Regular,Miles,2023-04,2023-04-12,7.724251061179563,5.4269650927747515,8.191513195926497,2023-04,No Holiday,2023-04-12,Public Holiday,0,Rain,26.318766296450896,3.3165995207898757,15.108563165264394,196,0,1178.896237920932,18,Go First,101,83,1003,101
UK856,AMD,BOM,2023-03-23,15:38:00,2023-01-28,Online,6069,34,First Class,727.34,Discount,Debit Card,2023-03,2023-03-23,7.413123242413102,5.808422596800279,8.320541989118986,2023-03,No Holiday,2023-03-23,Cultural Event,0,Clear,34.449652968012686,1.062991843458958,43.92429238784551,148,0,1075.5459079192178,54,Vistara,81,27,938,81
G8629,GOI,CCU,2023-11-03,07:21:00,2023-08-20,Online,8444,22,Economy,137.49,Regular,Miles,2023-11,2023-11-03,5.197489530089461,6.957974716511978,7.322013045391916,2023-11,Holi,2023-06-05,Cultural Event,0,Clear,25.63645831586085,3.832067150370646,30.152713396624087,126,0,1248.9743863286376,75,Go First,306,231,441,155
G8411,HYD,MAA,2023-09-16,11:56:00,2023-06-09,Travel Agency,7565,37,Economy,105.46,Discount,Miles,2023-09,2023-09-16,7.077718400232746,6.813293677954673,7.884508709421362,2023-09,No Holiday,2023-09-16,Public Holiday,0,Clear,18.846574236345926,5.354744375491293,22.656270345180246,157,0,344.98369363321376,99,Go First,258,159,716,258
G8842,CCU,BOM,2023-03-18,07:08:00,2023-02-10,Travel Agency,6060,38,Business,455.81,Regular,Debit Card,2023-03,2023-03-18,6.715692567376861,6.586458874879366,7.098258180819992,2023-03,No Holiday,2023-03-18,Cultural Event,0,Clear,39.41039060684571,5.646221157084135,11.128655564431755,22,0,1012.7128610403244,36,Go First,76,40,428,76
UK196,GOI,BLR,2023-02-16,13:25:00,2022-11-06,Online,7327,57,Economy,119.04,Premium,Credit Card,2023-02,2023-02-16,7.722389529039276,6.667391607114575,7.865205391432232,2023-02,Diwali,2023-06-11,Public Holiday,0,Rain,21.050999819401163,13.410271972375352,36.91960826430714,37,0,947.9510422567097,102,Vistara,46,-56,805,161
6E180,PNQ,CCU,2023-12-23,09:13:00,2023-10-08,Travel Agency,8420,48,Business,554.32,Regular,Miles,2023-12,2023-12-23,5.367444250550892,5.403547549876128,6.512003812347917,2023-12,No Holiday,2023-12-23,Cultural Event,0,Clear,32.94230776353331,4.35649174657287,45.207037445215,156,0,314.80441326357044,76,IndiGo,356,280,553,356
AI902,ATL,GOI,2023-06-05,22:41:00,2023-04-05,Online,5301,63,Business,792.13,Regular,Miles,2023-06,2023-06-05,6.60210833961397,5.972332981532395,6.927661837008829,2023-06,No Holiday,2023-06-05,Cultural Event,0,Storm,18.5789077916018,13.53316608989969,11.765419903768537,76,0,680.1978988939667,61,Air India,155,94,1361,155
G8639,AMD,MAA,2023-12-31,07:13:00,2023-11-01,Phone,9276,53,Business,400.25,Regular,Debit Card,2023-12,2023-12-31,7.638388080535677,6.685200168808643,7.585569997034037,2023-12,No Holiday,2023-12-31,Cultural Event,1,Fog,23.225315344598314,1.8226434646759948,8.769516748680628,31,0,1293.5416070333665,60,Go First,364,304,433,364
SG169,CCU,GOI,2023-07-26,21:34:00,2023-04-22,Phone,5606,28,First Class,387.18,Discount,Debit Card,2023-07,2023-07-26,6.230071360225229,5.178852294974059,6.045394914017697,2023-07,No Holiday,2023-07-26,Public Holiday,0,Fog,26.050690210760592,2.9440492219581804,34.81109575024335,111,0,1460.522525667424,95,SpiceJet,206,111,1294,206
G8231,COK,PNQ,2023-02-25,22:57:00,2022-10-31,Online,8170,69,First Class,697.07,Discount,Debit Card,2023-02,2023-02-25,6.445984753198601,6.885287435036407,7.806153275847385,2023-02,No Holiday,2023-02-25,Non-Holiday,0,Storm,19.8058001131766,10.176428969819899,48.84865813627596,189,0,1031.6022486082925,117,Go First,55,-62,1377,55
UK430,MAA,CCU,2023-06-18,12:24:00,2023-05-13,Phone,5699,32,Economy,110.13,Discount,Debit Card,2023-06,2023-06-18,5.211382033000875,5.247358186207549,8.088838753170418,2023-06,Diwali,2023-04-17,Public Holiday,1,Rain,26.248989409215238,18.437916051532852,37.4977550552039,105,0,1390.7174587807422,36,Vistara,168,132,744,106
G8123,BLR,AMD,2023-01-30,14:20:00,2022-10-28,Online,6139,36,Business,484.41,Premium,Debit Card,2023-01,2023-01-30,5.8344309213467325,5.803247996179647,6.997854152734878,2023-01,No Holiday,2023-01-30,Cultural Event,1,Fog,18.929070574793748,17.19135177622228,14.229036952382446,90,0,284.8689228167843,94,Go First,29,-65,860,29
SG302,MAA,BLR,2023-11-20,01:19:00,2023-10-07,Phone,5190,24,First Class,523.74,Premium,Debit Card,2023-11,2023-11-20,5.973519947506842,6.129414139817116,7.119856042942911,2023-11,Independence Day,2023-09-25,Non-Holiday,0,Clear,28.975163474647253,19.375068848856063,20.99777120738928,97,0,1465.0847359001261,44,SpiceJet,323,279,79,267
6E776,MAA,HYD,2023-05-31,04:58:00,2023-03-24,Phone,7300,68,First Class,760.51,Regular,Credit Card,2023-05,2023-05-31,7.83536734623466,6.851776039227815,8.128205530541328,2023-05,No Holiday,2023-05-31,Non-Holiday,0,Clear,31.59283131300485,13.009581305563419,19.215881772918586,44,0,146.90909885299885,68,IndiGo,150,82,298,150
UK475,MAA,SFO,2023-05-02,13:55:00,2023-02-25,Travel Agency,5980,45,First Class,1187.71,Premium,Miles,2023-05,2023-05-02,5.848002081623477,4.733848822156798,7.939136588315083,2023-05,No Holiday,2023-05-02,Cultural Event,1,Fog,16.560857100700268,13.51629732832184,42.60475090235227,48,0,838.162982859542,66,Vistara,121,55,835,121
UK618,JFK,MAA,2023-09-08,23:00:00,2023-07-26,Online,7975,68,First Class,1520.94,Regular,Credit Card,2023-09,2023-09-08,6.3826062058089565,6.238392934715927,6.720373722583437,2023-09,No Holiday,2023-09-08,Public Holiday,0,Clear,36.77830302705421,12.500459978629841,38.568538943611195,160,0,507.41166125914674,44,Vistara,250,206,1380,250
UK389,SFO,BOM,2023-11-02,23:27:00,2023-08-17,Travel Agency,6184,60,First Class,1318.0,Regular,Credit Card,2023-11,2023-11-02,7.013913270692839,5.562446758432246,6.8099402664038475,2023-11,No Holiday,2023-11-02,Non-Holiday,0,Storm,19.62852212605089,12.456378457163947,29.448771738076008,3,0,1239.472749498733,77,Vistara,305,228,1407,305
SG834,BOM,HYD,2023-01-13,06:52:00,2022-10-15,Online,8327,22,Business,498.97,Regular,Debit Card,2023-01,2023-01-13,5.486550117223632,4.805671421861923,7.697195580976492,2023-01,Independence Day,2023-12-18,Non-Holiday,0,Rain,20.634060633008094,2.942406901351693,13.747955519845162,145,0,404.561084936515,90,SpiceJet,12,-78,412,351
UK246,CCU,BOM,2023-12-06,11:39:00,2023-11-07,Phone,8394,22,Business,384.19,Premium,Miles,2023-12,2023-12-06,6.459327161425623,6.3298205193891715,7.4079952311204025,2023-12,No Holiday,2023-12-06,Public Holiday,0,Fog,31.533746002076573,10.874779123278573,46.89942638610281,197,0,116.14205142639432,29,Vistara,339,310,699,339
6E609,PNQ,CCU,2023-07-12,01:38:00,2023-05-25,Online,5127,47,Business,272.82,Discount,Credit Card,2023-07,2023-07-12,7.215617118427723,5.65666684052154,6.4055739277412425,2023-07,No Holiday,2023-07-12,Public Holiday,0,Clear,26.71877651086035,7.721358669034515,32.66576123845733,63,0,680.4532429306705,48,IndiGo,192,144,98,192
AI150,AMD,BOM,2023-07-21,11:17:00,2023-06-15,Online,7065,49,Business,350.53,Premium,Debit Card,2023-07,2023-07-21,7.600565639081198,5.982921461949028,6.7748247730729165,2023-07,No Holiday,2023-07-21,Non-Holiday,0,Rain,27.484889979276645,8.85074431554587,48.52383232208912,155,0,189.75119673302274,36,Air India,201,165,677,201
AI597,GOI,DEL,2023-01-27,02:00:00,2022-10-27,Online,6816,25,Economy,303.57,Regular,Debit Card,2023-01,2023-01-27,6.87877782398728,4.9687032057337035,8.249958192196635,2023-01,No Holiday,2023-01-27,Public Holiday,1,Clear,18.203874614078316,10.472011461184747,29.005851652101537,107,0,506.1295968628487,92,Air India,26,-66,120,26
G8837,BOM,HYD,2023-07-08,09:36:00,2023-06-30,Online,5569,27,Business,409.33,Regular,Miles,2023-07,2023-07-08,7.0071605459508435,5.443821855482815,7.7204360918056585,2023-07,No Holiday,2023-07-08,Non-Holiday,0,Fog,35.143395546910206,2.567923436045032,41.059637918180705,120,0,1001.2467683333775,8,Go First,188,180,576,188
AI500,MAA,PNQ,2023-08-30,15:28:00,2023-08-25,Phone,6895,55,First Class,545.48,Premium,Credit Card,2023-08,2023-08-30,5.378850417753707,5.852062752964201,8.4649357942138,2023-08,No Holiday,2023-08-30,Cultural Event,0,Clear,30.42635615260525,7.189754677042397,40.655268969726336,185,0,512.5844472631924,5,Air India,241,236,928,241
SG985,ATL,MAA,2023-05-19,15:46:00,2023-02-12,Phone,7733,64,Business,799.64,Regular,Credit Card,2023-05,2023-05-19,7.837329491739041,5.214732442809532,7.9175313249519235,2023-05,No Holiday,2023-05-19,Public Holiday,0,Rain,18.3845510827364,1.2689912175320717,16.866438841679603,218,0,444.1105182497257,96,SpiceJet,138,42,946,138
AI212,CCU,PNQ,2023-06-16,22:28:00,2023-03-14,Travel Agency,8863,49,Economy,147.78,Regular,Credit Card,2023-06,2023-06-16,5.397722232453447,4.595117619543104,8.354936080358975,2023-06,No Holiday,2023-06-16,Non-Holiday,1,Clear,24.3499841756399,19.593362608447983,48.20103614786141,89,0,317.6939282984754,94,Air India,166,72,1348,166
SG445,CCU,COK,2023-02-13,06:53:00,2022-11-27,Online,9721,65,First Class,850.89,Premium,Debit Card,2023-02,2023-02-13,7.324018811545395,6.884921476945912,6.5404714346761885,2023-02,No Holiday,2023-02-13,Public Holiday,0,Clear,35.26024831837576,2.370560576402523,1.0970733798781995,55,0,289.2411837183257,78,SpiceJet,43,-35,413,43
SG523,COK,BLR,2023-09-15,11:39:00,2023-07-30,Travel Agency,9014,45,Business,321.54,Premium,Miles,2023-09,2023-09-15,5.794448965334956,5.534402620127852,7.928712187042314,2023-09,No Holiday,2023-09-15,Public Holiday,0,Rain,29.208876149665517,5.17049477089909,38.43554543837071,19,0,836.2003224539869,47,SpiceJet,257,210,699,257
G8375,BOM,ORD,2023-12-29,03:57:00,2023-11-16,Phone,7901,34,Business,964.42,Premium,Miles,2023-12,2023-12-29,7.800779431103755,6.201761110863101,6.050543800369494,2023-12,Independence Day,2023-07-02,Non-Holiday,1,Clear,17.71621947832326,17.825858534067944,48.27785428820219,76,0,1054.1098321208601,43,Go First,362,319,237,182
AI676,COK,BOM,2023-05-06,23:19:00,2023-04-26,Phone,6686,48,Business,432.86,Regular,Credit Card,2023-05,2023-05-06,7.159878618108438,5.233141580668175,7.676900054278835,2023-05,No Holiday,2023-05-06,Cultural Event,0,Fog,24.31942614473217,9.654200924782836,16.945410164186143,219,0,733.8264880298898,10,Air India,125,115,1399,125
G8640,PNQ,SEA,2023-05-17,04:45:00,2023-05-07,Online,8009,25,First Class,1373.15,Regular,Debit Card,2023-05,2023-05-17,7.261441138935107,5.065395292077149,7.173205695300603,2023-05,No Holiday,2023-05-17,Non-Holiday,0,Clear,21.067359961393365,2.712744030412606,32.4055293895486,161,0,273.0443386669907,10,Go First,136,126,285,136
UK270,MAA,GOI,2023-07-16,06:43:00,2023-07-10,Online,5154,57,First Class,929.82,Discount,Credit Card,2023-07,2023-07-16,5.65717751917965,5.221492895401375,6.866900179800171,2023-07,No Holiday,2023-07-16,Public Holiday,1,Clear,27.93663884134316,7.6846107607869785,28.11116249221053,240,0,1006.8588193301367,6,Vistara,196,190,403,196
6E395,DEL,COK,2023-08-23,22:12:00,2023-08-07,Travel Agency,7537,42,Economy,145.02,Discount,Miles,2023-08,2023-08-23,6.329119929905483,5.227589931356949,8.156010880732723,2023-08,No Holiday,2023-08-23,Non-Holiday,1,Rain,36.08402822179974,2.3173598838277165,38.07536548382618,86,0,879.9706576502934,16,IndiGo,234,218,1332,234
AI197,ATL,BLR,2023-03-17,15:51:00,2023-01-16,Phone,6409,26,First Class,1409.79,Premium,Debit Card,2023-03,2023-03-17,6.853439583767859,5.632540347825861,8.135669231643828,2023-03,No Holiday,2023-03-17,Public Holiday,0,Clear,25.906678370110495,4.004319941690035,43.308896082252616,137,0,633.7856373716259,60,Air India,75,15,951,75
UK954,LAS,BLR,2023-03-17,09:53:00,2023-02-19,Travel Agency,9057,19,First Class,1413.35,Discount,Credit Card,2023-03,2023-03-17,7.3099208546198025,5.630409609944089,6.055754262246609,2023-03,No Holiday,2023-03-17,Non-Holiday,1,Clear,25.833550759208077,1.0405969389969005,30.152228464977398,114,0,562.0656279764189,26,Vistara,75,49,593,75
